ticket_id,created_at,created_by,email,location,department,category,priority,description,resolution_time_hours,resolved_at,resolution_notes,satisfaction_score
HBIT-10256,2025-08-02 12:17:07.273605,Ronny Pärtzelt,ronny.pärtzelt@hugoboss.com,Munich Flagship Store,Product Development,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.37035878337125555,2025-08-02 12:39:20.565225,"Rebooted terminal, restored network connectivity",4
HBIT-10257,2025-09-05 01:47:54.023182,Heinz-Josef Junck,heinz-josef.junck@hugoboss.com,Hamburg Neuer Wall Store,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-09-05 02:00:15.677868,"Restarted SAP connector service, cleared user buffer",5
HBIT-10258,2025-06-28 02:15:48.616232,Kevin Hermann MBA.,kevin.hermann.mba.@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from suppliers,7.293479052537545,2025-06-28 09:33:25.140821,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10259,2025-06-30 18:31:42.280980,Frau Käte Mans,frau.käte.mans@hugoboss.com,Stuttgart Distribution Center,HR,Communication,Medium,Outlook not syncing - missing emails from suppliers,6.638107548663773,2025-07-01 01:09:59.468155,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10260,2025-08-28 17:51:32.408481,Miodrag Thanel,miodrag.thanel@hugoboss.com,Stuttgart Distribution Center,Finance,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.9209314232183643,2025-08-28 18:46:47.761605,"Rebooted terminal, restored network connectivity",4
HBIT-10261,2025-07-24 15:40:43.533267,Prof. Romana Naser B.Eng.,prof..romana.naser.b.eng.@hugoboss.com,Frankfurt Office,Finance,Communication,High,Outlook not syncing - missing emails from customers,2.4156180027755516,2025-07-24 18:05:39.758077,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10262,2025-06-23 04:25:44.664568,Korinna Henck,korinna.henck@hugoboss.com,Stuttgart Distribution Center,HR,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-06-23 04:33:09.370820,"Restarted SAP connector service, cleared user buffer",4
HBIT-10263,2025-07-29 14:31:23.187996,Lia Ullmann-Weller,lia.ullmann-weller@hugoboss.com,Frankfurt Office,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.0047803394379782,2025-07-29 15:31:40.397218,"Restarted SAP connector service, cleared user buffer",4
HBIT-10264,2025-08-28 08:23:10.757770,Folker Rörricht,folker.rörricht@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,Performance,Medium,Extreme lag in Photoshop when opening large design files,5.428771280107522,2025-08-28 13:48:54.334378,"Optimized GPU settings, cleared cache",4
HBIT-10265,2025-07-01 04:48:18.121488,Adelgunde Schmidt,adelgunde.schmidt@hugoboss.com,Stuttgart Distribution Center,Finance,VDI,High,VDI session frozen while working on PLM System,2.5936614366276,2025-07-01 07:23:55.302660,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-10266,2025-08-08 19:02:49.781777,Ing. Carlos Beier MBA.,ing..carlos.beier.mba.@hugoboss.com,Stuttgart Distribution Center,Creative Design,Performance,High,Extreme lag in InDesign when opening large design files,0.6932999974794467,2025-08-08 19:44:25.661768,"Optimized GPU settings, cleared cache",5
HBIT-10267,2025-06-29 00:07:07.813856,Univ.Prof. Ricarda Rörricht,univ.prof..ricarda.rörricht@hugoboss.com,Düsseldorf Showroom,Finance,Communication,Medium,Outlook not syncing - missing emails from retail stores,6.941279352435832,2025-06-29 07:03:36.419525,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10268,2025-06-21 08:12:32.649817,Magrit Geisel,magrit.geisel@hugoboss.com,Frankfurt Office,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.3994574684773085,2025-06-21 08:36:30.696704,"Restarted SAP connector service, cleared user buffer",4
HBIT-10269,2025-06-15 18:43:16.507507,Annekatrin Tschentscher B.Sc.,annekatrin.tschentscher.b.sc.@hugoboss.com,Hamburg Neuer Wall Store,Finance,Performance,High,Extreme lag in Photoshop when opening large design files,1.4452171066929473,2025-06-15 20:09:59.289091,"Optimized GPU settings, cleared cache",5
HBIT-10270,2025-07-15 16:42:52.838549,Reinhard Gumprich-Otto,reinhard.gumprich-otto@hugoboss.com,Metzingen Headquarters,HR,VDI,High,VDI session frozen while working on PLM System,1.4641038998809672,2025-07-15 18:10:43.612589,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10271,2025-07-10 08:59:38.009457,Cläre Eimer-Mitschke,cläre.eimer-mitschke@hugoboss.com,Berlin Kurfürstendamm Store,HR,Communication,Medium,Outlook not syncing - missing emails from management,5.324761019764539,2025-07-10 14:19:07.149128,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10272,2025-08-02 22:24:10.294998,Dittmar Kraushaar,dittmar.kraushaar@hugoboss.com,Berlin Kurfürstendamm Store,HR,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.1892559959162565,2025-08-02 23:35:31.616583,"Restarted SAP connector service, cleared user buffer",4
HBIT-10273,2025-06-24 18:23:26.357237,Abdullah Hornich,abdullah.hornich@hugoboss.com,Munich Flagship Store,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.40598579959011966,2025-06-24 18:47:47.906116,"Restarted SAP connector service, cleared user buffer",4
HBIT-10274,2025-06-14 02:20:38.054375,Undine Seifert-Riehl,undine.seifert-riehl@hugoboss.com,Munich Flagship Store,Visual Merchandising,Performance,Medium,Extreme lag in Photoshop when opening large design files,6.708445405068373,2025-06-14 09:03:08.457833,"Optimized GPU settings, cleared cache",3
HBIT-10275,2025-06-13 08:22:18.289178,Ronald Kambs,ronald.kambs@hugoboss.com,Filderstadt Logistics Hub,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.8457963185284058,2025-06-13 09:13:03.155925,"Restarted SAP connector service, cleared user buffer",4
HBIT-10276,2025-07-08 16:56:23.810855,Anneke Täsche,anneke.täsche@hugoboss.com,Stuttgart Distribution Center,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from management,3.1511913870273944,2025-07-08 20:05:28.099848,"Recreated Outlook profile, fixed autodiscover",3
HBIT-10277,2025-07-17 15:18:34.394940,Prof. Hans Jörg Bolzmann,prof..hans.jörg.bolzmann@hugoboss.com,Hamburg Neuer Wall Store,Product Development,Performance,High,Extreme lag in InDesign when opening large design files,1.2587064925813087,2025-07-17 16:34:05.738313,"Optimized GPU settings, cleared cache",4
HBIT-10278,2025-07-07 21:51:48.684417,Ing. Carin Ladeck MBA.,ing..carin.ladeck.mba.@hugoboss.com,Düsseldorf Showroom,Product Development,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.0081447861471013,2025-07-07 22:52:18.005647,"Rebooted terminal, restored network connectivity",5
HBIT-10279,2025-08-19 01:09:19.257043,Univ.Prof. German Bolander,univ.prof..german.bolander@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,VDI,High,VDI session frozen while working on PLM System,3.2592562571374546,2025-08-19 04:24:52.579569,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10280,2025-08-27 09:46:23.347878,Hans-Dieter Jacobi Jäckel,hans-dieter.jacobi.jäckel@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.8281026282143225,2025-08-27 10:36:04.517340,"Restarted SAP connector service, cleared user buffer",4
HBIT-10281,2025-07-04 04:26:18.513058,Miguel Dussen van B.A.,miguel.dussen.van.b.a.@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.25,2025-07-04 04:35:48.374691,"Restarted SAP connector service, cleared user buffer",5
HBIT-10282,2025-09-11 02:13:54.738522,Giuseppe Schleich,giuseppe.schleich@hugoboss.com,Berlin Kurfürstendamm Store,HR,Communication,Medium,Outlook not syncing - missing emails from retail stores,3.030516988257495,2025-09-11 05:15:44.599680,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10283,2025-06-24 20:52:28.764179,Dr. Wiltrud Plath MBA.,dr..wiltrud.plath.mba.@hugoboss.com,Hamburg Neuer Wall Store,HR,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.4197567241780061,2025-06-24 21:17:39.888386,"Restarted SAP connector service, cleared user buffer",5
HBIT-10284,2025-07-28 12:02:30.934288,Carl-Heinz Dehmel,carl-heinz.dehmel@hugoboss.com,Berlin Kurfürstendamm Store,Finance,VDI,High,VDI session frozen while working on CLO 3D,0.4589075008911218,2025-07-28 12:30:03.001291,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10285,2025-07-21 11:34:01.011467,Diether Mangold-Scheel,diether.mangold-scheel@hugoboss.com,Hamburg Neuer Wall Store,Marketing,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,1.2820289678346966,2025-07-21 12:50:56.315751,"Rebooted terminal, restored network connectivity",4
HBIT-10286,2025-08-04 06:49:50.092706,Katharine Kostolzin,katharine.kostolzin@hugoboss.com,Metzingen Headquarters,Creative Design,Performance,Medium,Extreme lag in Optitex when opening large design files,3.781245573962468,2025-08-04 10:36:42.576772,"Optimized GPU settings, cleared cache",3
HBIT-10287,2025-07-15 04:49:43.834969,Franca Heß B.Sc.,franca.heß.b.sc.@hugoboss.com,Hamburg Neuer Wall Store,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,1.1193281934952333,2025-07-15 05:56:53.416466,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10288,2025-06-13 19:23:13.972118,Dr. Bruno Werner,dr..bruno.werner@hugoboss.com,Metzingen Headquarters,Creative Design,Performance,Medium,Extreme lag in Kaledo when opening large design files,8.22990841430922,2025-06-14 03:37:01.642410,"Optimized GPU settings, cleared cache",5
HBIT-10289,2025-06-18 02:34:39.994282,Anette Girschner,anette.girschner@hugoboss.com,Metzingen Headquarters,Finance,Communication,Medium,Outlook not syncing - missing emails from customers,5.653532874613464,2025-06-18 08:13:52.712631,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10290,2025-06-20 02:27:55.189795,Abbas Stroh MBA.,abbas.stroh.mba.@hugoboss.com,Berlin Kurfürstendamm Store,Visual Merchandising,Performance,Medium,Extreme lag in Kaledo when opening large design files,4.801611683074298,2025-06-20 07:16:00.991854,"Optimized GPU settings, cleared cache",4
HBIT-10291,2025-08-12 00:39:51.566679,Annelise Naser,annelise.naser@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Performance,Medium,Extreme lag in Kaledo when opening large design files,7.794740403240226,2025-08-12 08:27:32.632131,"Optimized GPU settings, cleared cache",3
HBIT-10292,2025-07-08 01:13:26.395941,Inge Ehlert,inge.ehlert@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from retail stores,7.335120403592737,2025-07-08 08:33:32.829394,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10293,2025-07-15 19:49:09.322465,Univ.Prof. Hans-Rudolf Höfig MBA.,univ.prof..hans-rudolf.höfig.mba.@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,VDI,High,VDI session frozen while working on Browzwear,1.0001208142786673,2025-07-15 20:49:09.757396,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10294,2025-06-13 02:04:06.011396,Lorenzo Lindner,lorenzo.lindner@hugoboss.com,Munich Flagship Store,Creative Design,Communication,Medium,Outlook not syncing - missing emails from retail stores,13.900719261482555,2025-06-13 15:58:08.600737,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10295,2025-07-09 02:09:37.351092,Bogdan Liebelt,bogdan.liebelt@hugoboss.com,Frankfurt Office,Marketing,VDI,High,VDI session frozen while working on PLM System,0.9398511952904145,2025-07-09 03:06:00.815395,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10296,2025-07-28 07:31:12.728297,Gerhild Holzapfel,gerhild.holzapfel@hugoboss.com,Munich Flagship Store,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.367025723795978,2025-07-28 07:53:14.020903,"Restarted SAP connector service, cleared user buffer",5
HBIT-10297,2025-06-15 02:15:13.887671,Ursel Gude B.Eng.,ursel.gude.b.eng.@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from suppliers,7.586711287677765,2025-06-15 09:50:26.048307,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10298,2025-06-23 01:47:50.228630,Hans-Joachim Häring,hans-joachim.häring@hugoboss.com,Frankfurt Office,HR,Performance,Medium,Extreme lag in Photoshop when opening large design files,6.63449571675925,2025-06-23 08:25:54.413210,"Optimized GPU settings, cleared cache",5
HBIT-10299,2025-07-09 16:34:38.951237,Asta Tröst,asta.tröst@hugoboss.com,Stuttgart Distribution Center,Creative Design,Performance,High,Extreme lag in Photoshop when opening large design files,0.926722440178567,2025-07-09 17:30:15.152022,"Optimized GPU settings, cleared cache",4
HBIT-10300,2025-06-23 17:04:28.878648,Tamara Wernecke,tamara.wernecke@hugoboss.com,Filderstadt Logistics Hub,Product Development,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.7917942287946076,2025-06-23 17:51:59.337872,"Rebooted terminal, restored network connectivity",5
HBIT-10301,2025-06-21 12:29:15.735504,Annita Hänel,annita.hänel@hugoboss.com,Berlin Kurfürstendamm Store,Finance,Communication,High,Outlook not syncing - missing emails from customers,0.25,2025-06-21 12:42:45.579899,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10302,2025-06-15 18:08:43.317060,Dipl.-Ing. Paulo Röhricht,dipl.-ing..paulo.röhricht@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,Communication,High,Outlook not syncing - missing emails from management,0.8733522016383318,2025-06-15 19:01:07.384986,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10303,2025-07-10 19:58:42.208729,Annedore Ritter,annedore.ritter@hugoboss.com,Hamburg Neuer Wall Store,HR,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.5906109380253542,2025-07-10 20:34:08.408106,"Restarted SAP connector service, cleared user buffer",3
HBIT-10304,2025-08-08 05:20:30.060782,Carl Lange,carl.lange@hugoboss.com,Filderstadt Logistics Hub,HR,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.2662213550300554,2025-08-08 06:36:28.457660,"Restarted SAP connector service, cleared user buffer",5
HBIT-10305,2025-08-20 12:15:03.782085,Herr Roy Schönland B.Eng.,herr.roy.schönland.b.eng.@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.25,2025-08-20 12:22:52.700078,"Restarted SAP connector service, cleared user buffer",4
HBIT-10306,2025-06-23 12:05:12.334458,Ismet Wagenknecht-Binner,ismet.wagenknecht-binner@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.47783647369355553,2025-06-23 12:33:52.545763,"Rebooted terminal, restored network connectivity",5
HBIT-10307,2025-06-13 10:38:56.426263,Frau Melissa Gertz,frau.melissa.gertz@hugoboss.com,Metzingen Headquarters,Supply Chain,Performance,High,Extreme lag in Photoshop when opening large design files,0.7715691558146583,2025-06-13 11:25:14.075224,"Optimized GPU settings, cleared cache",5
HBIT-10308,2025-06-14 21:17:09.836369,Prof. Guiseppe Weiß,prof..guiseppe.weiß@hugoboss.com,Berlin Kurfürstendamm Store,Creative Design,Communication,Medium,Outlook not syncing - missing emails from retail stores,4.803023777661997,2025-06-15 02:05:20.721969,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10309,2025-07-21 05:31:21.327123,Swen Vollbrecht,swen.vollbrecht@hugoboss.com,Munich Flagship Store,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from suppliers,8.045467141693788,2025-07-21 13:34:05.008833,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10310,2025-08-05 05:22:54.737473,Univ.Prof. Minna Tschentscher B.Eng.,univ.prof..minna.tschentscher.b.eng.@hugoboss.com,Hamburg Neuer Wall Store,Marketing,VDI,High,VDI session frozen while working on CLO 3D,1.3274061998027575,2025-08-05 06:42:33.399792,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10311,2025-07-16 13:48:16.383925,Othmar Nohlmans,othmar.nohlmans@hugoboss.com,Metzingen Headquarters,Creative Design,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.974632855344672,2025-07-16 15:46:45.062204,"Rebooted terminal, restored network connectivity",5
HBIT-10312,2025-08-20 08:56:56.258592,Wibke Schuster B.Sc.,wibke.schuster.b.sc.@hugoboss.com,Metzingen Headquarters,Pattern Making,VDI,High,VDI session frozen while working on PLM System,1.5995730720551091,2025-08-20 10:32:54.721651,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-10313,2025-08-06 00:50:24.187569,Dipl.-Ing. Susan Roht MBA.,dipl.-ing..susan.roht.mba.@hugoboss.com,Düsseldorf Showroom,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.604850935532407,2025-08-06 02:26:41.650937,"Restarted SAP connector service, cleared user buffer",4
HBIT-10314,2025-06-15 15:13:46.598383,Donald Steckel,donald.steckel@hugoboss.com,Metzingen Headquarters,Pattern Making,Performance,High,Extreme lag in Photoshop when opening large design files,1.112780696896038,2025-06-15 16:20:32.608892,"Optimized GPU settings, cleared cache",4
HBIT-10315,2025-08-20 16:49:35.219692,Insa Gorlitz,insa.gorlitz@hugoboss.com,Berlin Kurfürstendamm Store,Product Development,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.37175471493082474,2025-08-20 17:11:53.536666,"Rebooted terminal, restored network connectivity",4
HBIT-10316,2025-07-09 05:27:29.865038,Valentina Pergande,valentina.pergande@hugoboss.com,Metzingen Headquarters,Finance,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.25,2025-07-09 05:41:14.036953,"Rebooted terminal, restored network connectivity",4
HBIT-10317,2025-08-18 03:04:03.913683,Veronika Wernecke,veronika.wernecke@hugoboss.com,Düsseldorf Showroom,Marketing,Communication,Medium,Outlook not syncing - missing emails from suppliers,3.629814875043265,2025-08-18 06:41:51.247233,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10318,2025-07-03 05:53:51.877553,Dr. Otto Hiller B.A.,dr..otto.hiller.b.a.@hugoboss.com,Düsseldorf Showroom,HR,Communication,Medium,Outlook not syncing - missing emails from customers,5.452090889402797,2025-07-03 11:20:59.404755,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10319,2025-06-25 03:28:11.629762,Bertha Junitz,bertha.junitz@hugoboss.com,Düsseldorf Showroom,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from suppliers,10.82038100305699,2025-06-25 14:17:25.001373,"Recreated Outlook profile, fixed autodiscover",3
HBIT-10320,2025-08-08 10:00:59.360417,Auguste Dippel,auguste.dippel@hugoboss.com,Metzingen Headquarters,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,1.8875043274255876,2025-08-08 11:54:14.375996,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10321,2025-06-15 02:09:24.858664,Othmar Weller,othmar.weller@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.5835983155226838,2025-06-15 03:44:25.812600,"Restarted SAP connector service, cleared user buffer",5
HBIT-10322,2025-06-13 08:20:57.129978,Roland Buchholz-Kühnert,roland.buchholz-kühnert@hugoboss.com,Berlin Kurfürstendamm Store,Visual Merchandising,VDI,High,VDI session frozen while working on CLO 3D,3.4423054702298423,2025-06-13 11:47:29.429671,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10323,2025-07-23 11:01:30.855526,Paula Lübs,paula.lübs@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Performance,Medium,Extreme lag in Optitex when opening large design files,5.513540960401043,2025-07-23 16:32:19.602983,"Optimized GPU settings, cleared cache",4
HBIT-10324,2025-09-01 21:35:08.094797,Ann Kreusel,ann.kreusel@hugoboss.com,Filderstadt Logistics Hub,Product Development,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.25,2025-09-01 21:47:58.038140,"Rebooted terminal, restored network connectivity",4
HBIT-10325,2025-06-13 04:48:10.617036,Katy Thanel,katy.thanel@hugoboss.com,Stuttgart Distribution Center,Supply Chain,VDI,High,VDI session frozen while working on CLO 3D,0.8146166549754024,2025-06-13 05:37:03.236994,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10326,2025-08-12 13:01:46.507979,Eberhardt Fiebig,eberhardt.fiebig@hugoboss.com,Filderstadt Logistics Hub,Retail Operations,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.43886883588692865,2025-08-12 13:28:06.435788,"Rebooted terminal, restored network connectivity",5
HBIT-10327,2025-07-01 18:22:20.172963,Ing. Hans-Joachim Wieloch,ing..hans-joachim.wieloch@hugoboss.com,Metzingen Headquarters,Product Development,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.6501719636182429,2025-07-01 19:01:20.792032,"Rebooted terminal, restored network connectivity",4
HBIT-10328,2025-07-01 19:36:12.965093,Univ.Prof. Ernst-August Paffrath MBA.,univ.prof..ernst-august.paffrath.mba.@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.25,2025-07-01 19:36:59.466501,"Rebooted terminal, restored network connectivity",4
HBIT-10329,2025-06-25 20:36:20.067178,Prof. Waldtraut Gute,prof..waldtraut.gute@hugoboss.com,Metzingen Headquarters,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,1.7795414373959137,2025-06-25 22:23:06.416353,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10330,2025-06-23 17:29:39.991061,Hilmar Heinrich-Becker,hilmar.heinrich-becker@hugoboss.com,Frankfurt Office,Supply Chain,VDI,High,VDI session frozen while working on CLO 3D,3.5755501773951703,2025-06-23 21:04:11.971700,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-10331,2025-09-05 12:07:04.858629,Dr. Hanny Schäfer,dr..hanny.schäfer@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.5441822780136831,2025-09-05 12:39:43.914830,"Rebooted terminal, restored network connectivity",5
HBIT-10332,2025-06-15 19:03:56.349363,Nurettin Haase,nurettin.haase@hugoboss.com,Filderstadt Logistics Hub,HR,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.28121177899982674,2025-06-15 19:20:48.711767,"Rebooted terminal, restored network connectivity",4
HBIT-10333,2025-08-17 07:19:13.510200,Dietmar Kallert,dietmar.kallert@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from retail stores,2.6356231462299347,2025-08-17 09:57:21.753526,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10334,2025-06-18 10:14:44.034279,Ronald Kranz,ronald.kranz@hugoboss.com,Munich Flagship Store,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.7494146343832692,2025-06-18 10:59:41.926963,"Restarted SAP connector service, cleared user buffer",5
HBIT-10335,2025-08-11 22:05:21.800200,Romuald Misicher,romuald.misicher@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.25,2025-08-11 22:12:16.188192,"Rebooted terminal, restored network connectivity",4
HBIT-10336,2025-07-12 12:42:30.169261,Kay-Uwe Jessel B.A.,kay-uwe.jessel.b.a.@hugoboss.com,Munich Flagship Store,Marketing,Performance,High,Extreme lag in Photoshop when opening large design files,0.28277755613193195,2025-07-12 12:59:28.168463,"Optimized GPU settings, cleared cache",4
HBIT-10337,2025-07-16 21:20:42.075512,Meryem Albers,meryem.albers@hugoboss.com,Metzingen Headquarters,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from management,15.182959069655341,2025-07-17 12:31:40.728163,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10338,2025-06-29 11:16:56.830750,Tamara Jopich,tamara.jopich@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,Performance,High,Extreme lag in Photoshop when opening large design files,1.5575793180172313,2025-06-29 12:50:24.116295,"Optimized GPU settings, cleared cache",4
HBIT-10339,2025-07-03 19:38:49.798584,Dipl.-Ing. Minna Trapp B.Sc.,dipl.-ing..minna.trapp.b.sc.@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from suppliers,16.48661068871203,2025-07-04 12:08:01.597063,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10340,2025-06-15 03:50:03.545649,Klaus-Michael Adler,klaus-michael.adler@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.46495552062527606,2025-06-15 04:17:57.385523,"Rebooted terminal, restored network connectivity",5
HBIT-10341,2025-06-13 07:50:10.977917,Univ.Prof. Domenico Seifert B.Sc.,univ.prof..domenico.seifert.b.sc.@hugoboss.com,Munich Flagship Store,Product Development,VDI,High,VDI session frozen while working on PLM System,2.137608352994983,2025-06-13 09:58:26.367988,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-10342,2025-07-21 05:16:45.121139,Mareile Segebahn,mareile.segebahn@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from customers,7.033358254841566,2025-07-21 12:18:45.210856,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10343,2025-06-16 07:15:40.062764,Mohamed Löchel,mohamed.löchel@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.25,2025-06-16 07:25:47.729435,"Rebooted terminal, restored network connectivity",4
HBIT-10344,2025-06-13 09:57:21.702879,Univ.Prof. Harm Käster MBA.,univ.prof..harm.käster.mba.@hugoboss.com,Frankfurt Office,Product Development,Communication,Medium,Outlook not syncing - missing emails from retail stores,2.4712094123555337,2025-06-13 12:25:38.056763,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10345,2025-06-14 06:28:53.607877,Hannah Gute,hannah.gute@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,1.5787602777264047,2025-06-14 08:03:37.144877,"Rebooted terminal, restored network connectivity",4
HBIT-10346,2025-08-08 18:12:29.869772,Rolf Hauffer B.Eng.,rolf.hauffer.b.eng.@hugoboss.com,Munich Flagship Store,Creative Design,Communication,High,Outlook not syncing - missing emails from retail stores,2.1709078501454684,2025-08-08 20:22:45.138033,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10347,2025-06-16 07:29:53.970114,Ing. Gerhild Wende,ing..gerhild.wende@hugoboss.com,Metzingen Headquarters,Pattern Making,Performance,Medium,Extreme lag in Photoshop when opening large design files,10.984639401632235,2025-06-16 18:28:58.671960,"Optimized GPU settings, cleared cache",4
